seqnames	start	end	width	gene	Reads	Background	ReadsPerMb	Library
chr6	28194358	28196450	2093	WT	1674716	1.2%	215	fucci_wt_c13_w23_single_3e8_S212_
chr8	104763560	104771176	7617	WT	1674716	1.2%	215	fucci_wt_c13_w23_single_3e8_S212_
chr9	130805438	130809654	4217	WT	1674716	1.2%	215	fucci_wt_c13_w23_single_3e8_S212_
chr12	31974882	32007129	32248	WT	1674716	1.2%	215	fucci_wt_c13_w23_single_3e8_S212_
chr15	60812995	60817671	4677	WT	1674716	1.2%	215	fucci_wt_c13_w23_single_3e8_S212_
chr15	72634702	72635069	368	WT	1674716	1.2%	215	fucci_wt_c13_w23_single_3e8_S212_
chr15	74115682	74116101	420	WT	1674716	1.2%	215	fucci_wt_c13_w23_single_3e8_S212_
chr15	89349658	89365392	15735	WT	1674716	1.2%	215	fucci_wt_c13_w23_single_3e8_S212_
chr16	21558869	21592002	33134	WT	1674716	1.2%	215	fucci_wt_c13_w23_single_3e8_S212_
chr16	22644679	22649210	4532	WT	1674716	1.2%	215	fucci_wt_c13_w23_single_3e8_S212_
chr22	23289741	23291462	1722	WT	1674716	1.2%	215	fucci_wt_c13_w23_single_3e8_S212_
chr8	7118540	7157653	39114	WT	3579466	1.3%	454	fucci_wt_c13_w25_single_3e8_S213_
chr8	8253411	8276607	23197	WT	3579466	1.3%	454	fucci_wt_c13_w25_single_3e8_S213_
chr8	71133329	71133865	537	WT	3579466	1.3%	454	fucci_wt_c13_w25_single_3e8_S213_
chr9	130803117	130810231	7115	WT	3579466	1.3%	454	fucci_wt_c13_w25_single_3e8_S213_
chr13	88475986	88482186	6201	WT	3579466	1.3%	454	fucci_wt_c13_w25_single_3e8_S213_
chr15	72631700	72647353	15654	WT	3579466	1.3%	454	fucci_wt_c13_w25_single_3e8_S213_
chr15	74059034	74064881	5848	WT	3579466	1.3%	454	fucci_wt_c13_w25_single_3e8_S213_
chr16	14534418	14802295	267878	WT	3579466	1.3%	454	fucci_wt_c13_w25_single_3e8_S213_
chr16	15325952	15556625	230674	WT	3579466	1.3%	454	fucci_wt_c13_w25_single_3e8_S213_
chr16	21397808	21508168	110361	WT	3579466	1.3%	454	fucci_wt_c13_w25_single_3e8_S213_
chr16	22540772	22542549	1778	WT	3579466	1.3%	454	fucci_wt_c13_w25_single_3e8_S213_
chr16	28297938	28473748	175811	WT	3579466	1.3%	454	fucci_wt_c13_w25_single_3e8_S213_
chr16	28860324	28880467	20144	WT	3579466	1.3%	454	fucci_wt_c13_w25_single_3e8_S213_
chr22	23288205	23294714	6510	WT	3579466	1.3%	454	fucci_wt_c13_w25_single_3e8_S213_
chrX	103653654	103846573	192920	WT	3579466	1.3%	454	fucci_wt_c13_w25_single_3e8_S213_
chrX	104046942	104141717	94776	WT	3579466	1.3%	454	fucci_wt_c13_w25_single_3e8_S213_
chr1	197199257	197202915	3659	WT	1413736	1.4%	196	fucci_wt_c13_w27_single_3e8_S214_
chr4	145126073	145163771	37699	WT	1413736	1.4%	196	fucci_wt_c13_w27_single_3e8_S214_
chr8	25772539	25773312	774	WT	1413736	1.4%	196	fucci_wt_c13_w27_single_3e8_S214_
chr8	68928763	68944023	15261	WT	1413736	1.4%	196	fucci_wt_c13_w27_single_3e8_S214_
chr9	130804558	130810293	5736	WT	1413736	1.4%	196	fucci_wt_c13_w27_single_3e8_S214_
chr15	72618111	72673028	54918	WT	1413736	1.4%	196	fucci_wt_c13_w27_single_3e8_S214_
chr15	74065998	74101965	35968	WT	1413736	1.4%	196	fucci_wt_c13_w27_single_3e8_S214_
chr16	21370280	21500383	130104	WT	1413736	1.4%	196	fucci_wt_c13_w27_single_3e8_S214_
chr16	22685548	22712330	26783	WT	1413736	1.4%	196	fucci_wt_c13_w27_single_3e8_S214_
chr22	23285765	23297459	11695	WT	1413736	1.4%	196	fucci_wt_c13_w27_single_3e8_S214_
chr2	234566084	234637628	71545	WT	168052	2.1%	26	fucci_wt_c13_w29_single_3e8_S215_
chr6	122801425	122999130	197706	WT	168052	2.1%	26	fucci_wt_c13_w29_single_3e8_S215_
chr8	99446636	99449834	3199	WT	168052	2.1%	26	fucci_wt_c13_w29_single_3e8_S215_
chr8	109990100	110016051	25952	WT	168052	2.1%	26	fucci_wt_c13_w29_single_3e8_S215_
chr1	176409653	176424702	15050	WT	960500	0.8%	138	fucci_wt_c13_w39_single_3e8_S220_
chr4	93635010	93661217	26208	WT	960500	0.8%	138	fucci_wt_c13_w39_single_3e8_S220_
chr8	77757419	77819162	61744	WT	960500	0.8%	138	fucci_wt_c13_w39_single_3e8_S220_
chr9	67486894	68509054	1022161	WT	960500	0.8%	138	fucci_wt_c13_w39_single_3e8_S220_
chr15	72692956	72704137	11182	WT	960500	0.8%	138	fucci_wt_c13_w39_single_3e8_S220_
chr15	74062810	74080308	17499	WT	960500	0.8%	138	fucci_wt_c13_w39_single_3e8_S220_
chr16	21328851	21479477	150627	WT	960500	0.8%	138	fucci_wt_c13_w39_single_3e8_S220_
chr16	22698346	22738361	40016	WT	960500	0.8%	138	fucci_wt_c13_w39_single_3e8_S220_
chr2	210740093	210864098	124006	WT	254520	6.4%	31	fucci_wt_c13_w7_single_3e8_S204_
chr13	72838579	73070265	231687	WT	254520	6.4%	31	fucci_wt_c13_w7_single_3e8_S204_
chr14	86953573	86984843	31271	WT	254520	6.4%	31	fucci_wt_c13_w7_single_3e8_S204_
chr16	10645368	10671513	26146	WT	254520	6.4%	31	fucci_wt_c13_w7_single_3e8_S204_
chr6	119128966	119142083	13118	RECQL5	486574	2.00%	69	recq5-2-single-c10-w45-3d6_S390_
chr7	53553227	53570612	17386	RECQL5	486574	2.00%	69	recq5-2-single-c10-w45-3d6_S390_
chr8	82997261	83065380	68120	RECQL5	486574	2.00%	69	recq5-2-single-c10-w45-3d6_S390_
chr9	67693694	68342414	648721	RECQL5	486574	2.00%	69	recq5-2-single-c10-w45-3d6_S390_
chr15	60804356	60825950	21595	RECQL5	486574	2.00%	69	recq5-2-single-c10-w45-3d6_S390_
chr15	72627938	72673315	45378	RECQL5	486574	2.00%	69	recq5-2-single-c10-w45-3d6_S390_
chr15	74135495	74140083	4589	RECQL5	486574	2.00%	69	recq5-2-single-c10-w45-3d6_S390_
chr15	89219964	89281954	61991	RECQL5	486574	2.00%	69	recq5-2-single-c10-w45-3d6_S390_
chr19	24368744	27351895	2983152	RECQL5	486574	2.00%	69	recq5-2-single-c10-w45-3d6_S390_
chr19	27518398	27734037	215640	RECQL5	486574	2.00%	69	recq5-2-single-c10-w45-3d6_S390_
chr2	128733230	128794815	61586	RECQL5	294958	2.70%	44	recq5-2-single-c6-w12-3d6_S161_
chr4	16054011	16054723	713	RECQL5	294958	2.70%	44	recq5-2-single-c6-w12-3d6_S161_
chr8	78809686	78825037	15352	RECQL5	294958	2.70%	44	recq5-2-single-c6-w12-3d6_S161_
chr8	82579533	82631436	51904	RECQL5	294958	2.70%	44	recq5-2-single-c6-w12-3d6_S161_
chr9	20424980	20490383	65404	RECQL5	294958	2.70%	44	recq5-2-single-c6-w12-3d6_S161_
chr9	130754827	130850981	96155	RECQL5	294958	2.70%	44	recq5-2-single-c6-w12-3d6_S161_
chr15	60788676	60812665	23990	RECQL5	294958	2.70%	44	recq5-2-single-c6-w12-3d6_S161_
chr15	72445346	72446051	706	RECQL5	294958	2.70%	44	recq5-2-single-c6-w12-3d6_S161_
chr15	74108716	74120817	12102	RECQL5	294958	2.70%	44	recq5-2-single-c6-w12-3d6_S161_
chr15	89324288	89366286	41999	RECQL5	294958	2.70%	44	recq5-2-single-c6-w12-3d6_S161_
chr21	15363401	15421372	57972	RECQL5	294958	2.70%	44	recq5-2-single-c6-w12-3d6_S161_
chr22	23188555	23351848	163294	RECQL5	294958	2.70%	44	recq5-2-single-c6-w12-3d6_S161_
chr4	125231020	125249312	18293	RECQL5	162088	2.70%	23	recq5-2-single-c6-w6-3d6_S155_
chr5	166033724	166082351	48628	RECQL5	162088	2.70%	23	recq5-2-single-c6-w6-3d6_S155_
chr7	123695006	123969033	274028	RECQL5	162088	2.70%	23	recq5-2-single-c6-w6-3d6_S155_
chr8	83210777	83419485	208709	RECQL5	162088	2.70%	23	recq5-2-single-c6-w6-3d6_S155_
chr10	114098018	114248319	150302	RECQL5	162088	2.70%	23	recq5-2-single-c6-w6-3d6_S155_
chr11	118150281	118199010	48730	RECQL5	162088	2.70%	23	recq5-2-single-c6-w6-3d6_S155_
chr15	60864182	60904240	40059	RECQL5	162088	2.70%	23	recq5-2-single-c6-w6-3d6_S155_
chr5	111685483	111922457	236975	WT	190890	1.30%	29	wt-fucci-single-c15-w45-3d6_S611_
chr6	5055304	5116892	61589	WT	190890	1.30%	29	wt-fucci-single-c15-w45-3d6_S611_
chr9	130795373	130824937	29565	WT	190890	1.30%	29	wt-fucci-single-c15-w45-3d6_S611_
chr14	62724476	62749333	24858	WT	190890	1.30%	29	wt-fucci-single-c15-w45-3d6_S611_
chr16	78978015	79080006	101992	WT	190890	1.30%	29	wt-fucci-single-c15-w45-3d6_S611_
chrX	69630421	69637504	7084	WT	190890	1.30%	29	wt-fucci-single-c15-w45-3d6_S611_
chr1	16494742	16497230	2489	BLM	6497736	3.5%	738	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr1	16786556	16892082	105527	BLM	6497736	3.5%	738	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr1	219207018	219211284	4267	BLM	6497736	3.5%	738	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr4	5189486	5189855	370	BLM	6497736	3.5%	738	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr4	18776631	18781874	5244	BLM	6497736	3.5%	738	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr5	121542865	121543554	690	BLM	6497736	3.5%	738	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr6	370264	375310	5047	BLM	6497736	3.5%	738	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr8	18126826	18128060	1235	BLM	6497736	3.5%	738	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr8	18154085	18154463	379	BLM	6497736	3.5%	738	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr10	46245022	46249748	4727	BLM	6497736	3.5%	738	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr10	46560978	46597643	36666	BLM	6497736	3.5%	738	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr10	61215437	61225682	10246	BLM	6497736	3.5%	738	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr12	17635743	17649936	14194	BLM	6497736	3.5%	738	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr12	17902865	17910614	7750	BLM	6497736	3.5%	738	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr12	25760025	25768321	8297	BLM	6497736	3.5%	738	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr12	115928678	115930100	1423	BLM	6497736	3.5%	738	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr16	14686174	14808048	121875	BLM	6497736	3.5%	738	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr16	15417702	15445739	28038	BLM	6497736	3.5%	738	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr16	21463757	21487345	23589	BLM	6497736	3.5%	738	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr16	22690500	22695016	4517	BLM	6497736	3.5%	738	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr16	28306967	28322324	15358	BLM	6497736	3.5%	738	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr16	28874127	28874189	63	BLM	6497736	3.5%	738	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr19	5983412	6007239	23828	BLM	6497736	3.5%	738	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr21	42242201	42243084	884	BLM	6497736	3.5%	738	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chrX	74822209	74822471	263	BLM	6497736	3.5%	738	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chrX	103944622	103988416	43795	BLM	6497736	3.5%	738	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chrX	104083718	104091926	8209	BLM	6497736	3.5%	738	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr3	131995147	132002160	7014	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr4	15734744	15740209	5466	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr4	43203238	43205318	2081	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr6	381526	382447	922	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr6	22984712	22985125	414	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr6	87180277	87180356	80	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr6	145969294	145973609	4316	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr8	7158988	7159008	21	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr8	8193630	8232429	38800	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr9	130805791	130808823	3033	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr10	46328245	46361713	33469	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr10	46768039	46791602	23564	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr11	77680793	77682941	2149	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr12	17659374	17666695	7322	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr12	17865371	17873318	7948	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr16	14641083	14670485	29403	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr16	15321836	15399835	78000	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr16	21548554	21551743	3190	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr16	22665465	22665559	95	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr16	22746535	22752819	6285	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr16	28303697	28319505	15809	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr16	28817572	28839168	21597	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr18	64859071	64861671	2601	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr19	24320931	24323349	2419	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr19	24891657	24897365	5709	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr21	30367057	30375501	8445	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr22	23288358	23290967	2610	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr22	35131745	35132832	1088	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chrX	103867158	103887997	20840	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chrX	104151103	104163295	12193	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chrX	149650934	149681162	30229	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chrX	149721902	149801641	79740	BLM	6983410	2.4%	771	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr1	10339591	10371497	31907	BLM	2632328	2.1%	338	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr3	1478543	1491258	12716	BLM	2632328	2.1%	338	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr5	113749433	113757832	8400	BLM	2632328	2.1%	338	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr5	113866034	113868548	2515	BLM	2632328	2.1%	338	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr5	172529513	172536074	6562	BLM	2632328	2.1%	338	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr5	173010237	173012438	2202	BLM	2632328	2.1%	338	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr6	559680	576313	16634	BLM	2632328	2.1%	338	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr8	9561097	9563203	2107	BLM	2632328	2.1%	338	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr9	100621736	100623230	1495	BLM	2632328	2.1%	338	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr9	130804348	130808715	4368	BLM	2632328	2.1%	338	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr13	47835535	47842463	6929	BLM	2632328	2.1%	338	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr15	60802302	60838358	36057	BLM	2632328	2.1%	338	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr15	89219808	89224599	4792	BLM	2632328	2.1%	338	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr16	21514544	21526091	11548	BLM	2632328	2.1%	338	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr16	22635710	22635842	133	BLM	2632328	2.1%	338	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr16	22655457	22666864	11408	BLM	2632328	2.1%	338	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr17	60807356	60833408	26053	BLM	2632328	2.1%	338	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr18	41619755	41626359	6605	BLM	2632328	2.1%	338	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr21	18215325	18224049	8725	BLM	2632328	2.1%	338	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr22	23277316	23280207	2892	BLM	2632328	2.1%	338	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chrX	29247879	29248969	1091	BLM	2632328	2.1%	338	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chrX	142570118	142575640	5523	BLM	2632328	2.1%	338	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr1	48925726	48931198	5473	BLM	2171632	3.3%	295	zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr2	4840621	4894805	54185	BLM	2171632	3.3%	295	zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr2	55516036	55516223	188	BLM	2171632	3.3%	295	zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr2	212335773	212374786	39014	BLM	2171632	3.3%	295	zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr3	57997435	58007997	10563	BLM	2171632	3.3%	295	zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr3	58563577	58564850	1274	BLM	2171632	3.3%	295	zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr5	15469723	15478471	8749	BLM	2171632	3.3%	295	zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr7	16078982	16105724	26743	BLM	2171632	3.3%	295	zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr7	29101635	29105418	3784	BLM	2171632	3.3%	295	zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr8	2084978	2112328	27351	BLM	2171632	3.3%	295	zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr8	7126033	7126721	689	BLM	2171632	3.3%	295	zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr8	7137657	7138980	1324	BLM	2171632	3.3%	295	zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr8	8345414	8349637	4224	BLM	2171632	3.3%	295	zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr8	11555075	11569972	14898	BLM	2171632	3.3%	295	zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr8	55464890	55469247	4358	BLM	2171632	3.3%	295	zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr8	55576675	55576741	67	BLM	2171632	3.3%	295	zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr8	100767450	100772630	5181	BLM	2171632	3.3%	295	zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr8	100794103	100796170	2068	BLM	2171632	3.3%	295	zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr8	118958055	118960191	2137	BLM	2171632	3.3%	295	zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr8	119283773	119283837	65	BLM	2171632	3.3%	295	zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr9	130810262	130812031	1770	BLM	2171632	3.3%	295	zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr10	25285104	25286250	1147	BLM	2171632	3.3%	295	zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr15	72617116	72670827	53712	BLM	2171632	3.3%	295	zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr15	74037196	74037199	4	BLM	2171632	3.3%	295	zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr16	21582756	21583297	542	BLM	2171632	3.3%	295	zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr16	22698836	22710339	11504	BLM	2171632	3.3%	295	zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr22	23286537	23295172	8636	BLM	2171632	3.3%	295	zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chrX	3987804	3993497	5694	BLM	2171632	3.3%	295	zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr1	4726618	4733707	7090	BLM	2631682	1.8%	342	zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr2	230523267	230528569	5303	BLM	2631682	1.8%	342	zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr3	132908102	132962131	54030	BLM	2631682	1.8%	342	zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr3	149257523	149263990	6468	BLM	2631682	1.8%	342	zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr7	34233879	34239220	5342	BLM	2631682	1.8%	342	zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr8	70001400	70012297	10898	BLM	2631682	1.8%	342	zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr8	70283894	70286163	2270	BLM	2631682	1.8%	342	zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr8	110010158	110018932	8775	BLM	2631682	1.8%	342	zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr8	110077414	110077459	46	BLM	2631682	1.8%	342	zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr12	30912560	30928435	15876	BLM	2631682	1.8%	342	zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr13	73675378	73686065	10688	BLM	2631682	1.8%	342	zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr15	34304714	34305438	725	BLM	2631682	1.8%	342	zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr15	72634669	72649108	14440	BLM	2631682	1.8%	342	zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr15	74073329	74103810	30482	BLM	2631682	1.8%	342	zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr16	21578740	21581261	2522	BLM	2631682	1.8%	342	zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr16	22648154	22648778	625	BLM	2631682	1.8%	342	zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chrX	7417136	7438626	21491	BLM	2631682	1.8%	342	zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chrX	92632600	92657690	25091	BLM	2631682	1.8%	342	zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr1	14349567	14365523	15957	BLM	1479684	3.5%	219	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr2	192884341	192890421	6081	BLM	1479684	3.5%	219	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr4	90876829	90910713	33885	BLM	1479684	3.5%	219	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr6	32757837	32821434	63598	BLM	1479684	3.5%	219	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr7	112795681	112811438	15758	BLM	1479684	3.5%	219	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr8	3814032	3816815	2784	BLM	1479684	3.5%	219	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr8	6047748	6050664	2917	BLM	1479684	3.5%	219	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr8	8453240	8465363	12124	BLM	1479684	3.5%	219	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr8	10588343	10593148	4806	BLM	1479684	3.5%	219	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr8	63901445	63905556	4112	BLM	1479684	3.5%	219	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr8	63970377	63980866	10490	BLM	1479684	3.5%	219	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr8	75474798	75478335	3538	BLM	1479684	3.5%	219	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr8	75561052	75563816	2765	BLM	1479684	3.5%	219	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr9	130805100	130809693	4594	BLM	1479684	3.5%	219	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr10	75250449	75261700	11252	BLM	1479684	3.5%	219	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr15	72420723	72423194	2472	BLM	1479684	3.5%	219	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr15	72630435	72630939	505	BLM	1479684	3.5%	219	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr15	74063550	74072286	8737	BLM	1479684	3.5%	219	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr16	21356303	21358537	2235	BLM	1479684	3.5%	219	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr16	22685414	22689629	4216	BLM	1479684	3.5%	219	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr22	23295833	23301146	5314	BLM	1479684	3.5%	219	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr3	18956680	19014167	57488	BLM	1233530	2.5%	186	zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_
chr3	196486004	196516769	30766	BLM	1233530	2.5%	186	zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_
chr7	133459855	133463706	3852	BLM	1233530	2.5%	186	zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_
chr7	134045979	134075672	29694	BLM	1233530	2.5%	186	zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_
chr9	136352615	136401169	48555	BLM	1233530	2.5%	186	zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_
chr9	136595589	136596414	826	BLM	1233530	2.5%	186	zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_
