seqnames start end width gene Reads Background ReadsPerMb Library
chr15 89338905 89346587 7683 RECQL5 1262762 13.7% 192 zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_
chr19 51315676 51363744 48069 RECQL5 1262762 13.7% 192 zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_
chr22 23482081 23483303 1223 RECQL5 1262762 13.7% 192 zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_
chr3 151296693 151300004 3312 RECQL5 857508 6.0% 131 zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr4 158017819 158019460 1642 RECQL5 857508 6.0% 131 zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr6 37913856 37952533 38678 RECQL5 857508 6.0% 131 zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr7 41674344 41718965 44622 RECQL5 857508 6.0% 131 zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr8 40092542 40094092 1551 RECQL5 857508 6.0% 131 zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr8 105587646 105591312 3667 RECQL5 857508 6.0% 131 zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr8 106063356 106067079 3724 RECQL5 857508 6.0% 131 zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr8 106117908 106121176 3269 RECQL5 857508 6.0% 131 zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr8 106171654 106183148 11495 RECQL5 857508 6.0% 131 zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr9 130769463 130790066 20604 RECQL5 857508 6.0% 131 zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr12 78582401 78659831 77431 RECQL5 857508 6.0% 131 zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr12 79903554 79967226 63673 RECQL5 857508 6.0% 131 zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr15 72627217 72711904 84688 RECQL5 857508 6.0% 131 zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr15 74020503 74020819 317 RECQL5 857508 6.0% 131 zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr16 20930339 21181225 250887 RECQL5 857508 6.0% 131 zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr16 22824006 22861053 37048 RECQL5 857508 6.0% 131 zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr22 23273038 23303182 30145 RECQL5 857508 6.0% 131 zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chrX 91930335 91993778 63444 RECQL5 857508 6.0% 131 zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_
chr1 168041088 168070830 29743 RECQL5 349536 5.1% 56 zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr2 45946205 46002855 56651 RECQL5 349536 5.1% 56 zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr2 63141867 63185361 43495 RECQL5 349536 5.1% 56 zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr3 3093135 3104631 11497 RECQL5 349536 5.1% 56 zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr4 90918276 91004344 86069 RECQL5 349536 5.1% 56 zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr4 138693086 138743979 50894 RECQL5 349536 5.1% 56 zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr5 75850181 75885859 35679 RECQL5 349536 5.1% 56 zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr8 16945587 16985073 39487 RECQL5 349536 5.1% 56 zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr8 17695948 17702623 6676 RECQL5 349536 5.1% 56 zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr9 130855631 130921223 65593 RECQL5 349536 5.1% 56 zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr13 66784532 66886403 101872 RECQL5 349536 5.1% 56 zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr15 61089884 61133229 43346 RECQL5 349536 5.1% 56 zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr15 88563823 88568233 4411 RECQL5 349536 5.1% 56 zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr15 88737151 88740261 3111 RECQL5 349536 5.1% 56 zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr15 88834228 88848341 14114 RECQL5 349536 5.1% 56 zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr22 23194748 23213102 18355 RECQL5 349536 5.1% 56 zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chrX 71338617 71395555 56939 RECQL5 349536 5.1% 56 zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chrX 137941698 137989756 48059 RECQL5 349536 5.1% 56 zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_
chr1 88656589 88661388 4800 RECQL5 761276 10.0% 118 zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr2 184495982 184499948 3967 RECQL5 761276 10.0% 118 zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr2 239196043 239202112 6070 RECQL5 761276 10.0% 118 zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr3 52713408 52718650 5243 RECQL5 761276 10.0% 118 zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr3 180574512 180581484 6973 RECQL5 761276 10.0% 118 zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr3 195316680 195344614 27935 RECQL5 761276 10.0% 118 zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr4 122052680 122067915 15236 RECQL5 761276 10.0% 118 zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr6 6395323 6436585 41263 RECQL5 761276 10.0% 118 zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr9 67717767 67778678 60912 RECQL5 761276 10.0% 118 zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr9 84265951 84279757 13807 RECQL5 761276 10.0% 118 zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr10 128332777 128349040 16264 RECQL5 761276 10.0% 118 zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr11 132145589 132171305 25717 RECQL5 761276 10.0% 118 zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr12 34313847 40306890 5993044 RECQL5 761276 10.0% 118 zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr12 124301639 124432575 130937 RECQL5 761276 10.0% 118 zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr13 67793104 67853201 60098 RECQL5 761276 10.0% 118 zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr13 67899294 67905153 5860 RECQL5 761276 10.0% 118 zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr16 21010275 21035332 25058 RECQL5 761276 10.0% 118 zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr16 22695202 22713821 18620 RECQL5 761276 10.0% 118 zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_
chr1 67353998 67356600 2603 RECQL5 1234952 7.2% 186 zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr3 52963552 52971783 8232 RECQL5 1234952 7.2% 186 zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr3 53363717 53397767 34051 RECQL5 1234952 7.2% 186 zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr4 140144664 140168203 23540 RECQL5 1234952 7.2% 186 zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr4 140289292 140294462 5171 RECQL5 1234952 7.2% 186 zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr5 14643272 14679946 36675 RECQL5 1234952 7.2% 186 zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr6 119008565 119039202 30638 RECQL5 1234952 7.2% 186 zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr8 38009659 38014302 4644 RECQL5 1234952 7.2% 186 zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr8 39225932 39228957 3026 RECQL5 1234952 7.2% 186 zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr8 80971538 80973878 2341 RECQL5 1234952 7.2% 186 zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr9 130788036 130793018 4983 RECQL5 1234952 7.2% 186 zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr11 75134423 75137980 3558 RECQL5 1234952 7.2% 186 zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr11 75946089 75968111 22023 RECQL5 1234952 7.2% 186 zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr12 85781498 85785862 4365 RECQL5 1234952 7.2% 186 zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr15 64679377 64685255 5879 RECQL5 1234952 7.2% 186 zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr15 65183601 65185228 1628 RECQL5 1234952 7.2% 186 zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr15 72614635 72674944 60310 RECQL5 1234952 7.2% 186 zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr15 74059082 74115041 55960 RECQL5 1234952 7.2% 186 zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr16 21338819 21370480 31662 RECQL5 1234952 7.2% 186 zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr16 22774167 22785655 11489 RECQL5 1234952 7.2% 186 zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr19 3402017 3419151 17135 RECQL5 1234952 7.2% 186 zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr20 21596193 21625587 29395 RECQL5 1234952 7.2% 186 zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr20 22538811 22546122 7312 RECQL5 1234952 7.2% 186 zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr22 23284001 23292772 8772 RECQL5 1234952 7.2% 186 zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chrX 67697154 67720017 22864 RECQL5 1234952 7.2% 186 zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_
chr1 61766377 61801682 35306 RECQL5 701866 10.6% 110 zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chr1 152325749 152329930 4182 RECQL5 701866 10.6% 110 zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chr3 151493434 151496764 3331 RECQL5 701866 10.6% 110 zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chr5 115498856 115501288 2433 RECQL5 701866 10.6% 110 zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chr5 159251030 159337976 86947 RECQL5 701866 10.6% 110 zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chr9 129844828 129872813 27986 RECQL5 701866 10.6% 110 zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chr9 129997969 130048749 50781 RECQL5 701866 10.6% 110 zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chr9 130761579 130837826 76248 RECQL5 701866 10.6% 110 zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chr12 123258690 123288012 29323 RECQL5 701866 10.6% 110 zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chr13 52023014 52137936 114923 RECQL5 701866 10.6% 110 zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chr13 99072645 99112758 40114 RECQL5 701866 10.6% 110 zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chr15 72626349 72674078 47730 RECQL5 701866 10.6% 110 zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chr15 74045505 74054196 8692 RECQL5 701866 10.6% 110 zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chr19 24418064 27254647 2836584 RECQL5 701866 10.6% 110 zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chr22 23235650 23238579 2930 RECQL5 701866 10.6% 110 zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chrX 24704170 24779367 75198 RECQL5 701866 10.6% 110 zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_
chr2 17817539 17822425 4887 RECQL5 521150 8.5% 80 zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_
chr4 20340901 20349339 8439 RECQL5 521150 8.5% 80 zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_
chr8 37658388 37661192 2805 RECQL5 521150 8.5% 80 zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_
chr8 43874583 43914791 40209 RECQL5 521150 8.5% 80 zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_
chr12 51539204 51574816 35613 RECQL5 521150 8.5% 80 zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_
chr15 60798911 60805346 6436 RECQL5 521150 8.5% 80 zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_
chr15 72599375 72716424 117050 RECQL5 521150 8.5% 80 zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_
chr15 74122930 74131773 8844 RECQL5 521150 8.5% 80 zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_
chr15 89171546 89206121 34576 RECQL5 521150 8.5% 80 zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_
chr17 23016342 23177864 161523 RECQL5 521150 8.5% 80 zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_
chr17 71185628 71194020 8393 RECQL5 521150 8.5% 80 zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_
chr20 21863812 21872794 8983 RECQL5 521150 8.5% 80 zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_
chr2 99435758 99567727 131970 RECQL5 438986 9.5% 70 zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr2 128783318 128799005 15688 RECQL5 438986 9.5% 70 zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr2 213900087 213917976 17890 RECQL5 438986 9.5% 70 zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr4 37836057 37859310 23254 RECQL5 438986 9.5% 70 zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr9 4395618 4416375 20758 RECQL5 438986 9.5% 70 zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr10 111155256 111165143 9888 RECQL5 438986 9.5% 70 zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr12 110132639 110132958 320 RECQL5 438986 9.5% 70 zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr13 74139187 74161799 22613 RECQL5 438986 9.5% 70 zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr15 60819072 60821538 2467 RECQL5 438986 9.5% 70 zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr15 72592262 72602661 10400 RECQL5 438986 9.5% 70 zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr15 74062936 74118601 55666 RECQL5 438986 9.5% 70 zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr15 89249426 89346710 97285 RECQL5 438986 9.5% 70 zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr16 20674204 20682239 8036 RECQL5 438986 9.5% 70 zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr16 23449647 23562798 113152 RECQL5 438986 9.5% 70 zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr18 75168077 75203596 35520 RECQL5 438986 9.5% 70 zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr20 14669918 14776375 106458 RECQL5 438986 9.5% 70 zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_
chr3 194002545 194003675 1131 RECQL5 1361648 5.2% 207 zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_
chr4 20436429 20440288 3860 RECQL5 1361648 5.2% 207 zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_
chr6 39680365 39680525 161 RECQL5 1361648 5.2% 207 zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_
chr9 130797568 130807694 10127 RECQL5 1361648 5.2% 207 zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_
chr12 17605951 17608047 2097 RECQL5 1361648 5.2% 207 zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_
chr12 17920349 17956685 36337 RECQL5 1361648 5.2% 207 zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_
chr15 60857727 60862229 4503 RECQL5 1361648 5.2% 207 zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_
chr15 89315192 89334898 19707 RECQL5 1361648 5.2% 207 zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_
chr18 7536611 7584380 47770 RECQL5 1361648 5.2% 207 zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_
chr21 32768339 32777020 8682 RECQL5 1361648 5.2% 207 zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_
chr22 23280083 23297918 17836 RECQL5 1361648 5.2% 207 zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_
chrX 77045273 77050563 5291 RECQL5 1361648 5.2% 207 zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_
chr4 85431986 85437133 5148 RECQL5 739224 9.6% 114 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_
chr9 131117381 131123143 5763 RECQL5 739224 9.6% 114 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_
chr11 78352296 78391435 39140 RECQL5 739224 9.6% 114 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_
chr14 81518289 81544277 25989 RECQL5 739224 9.6% 114 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_
chr15 72626095 72629301 3207 RECQL5 739224 9.6% 114 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_
chr16 21257330 21363421 106092 RECQL5 739224 9.6% 114 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_
chr16 22958489 22959137 649 RECQL5 739224 9.6% 114 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_
chr22 23274420 23296685 22266 RECQL5 739224 9.6% 114 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_
chrX 103786017 103805934 19918 RECQL5 739224 9.6% 114 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_
chrX 104388364 104399748 11385 RECQL5 739224 9.6% 114 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_
chr2 45020822 45027037 6216 RECQL5 976904 9.9% 151 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_
chr6 13567457 13695388 127932 RECQL5 976904 9.9% 151 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_
chr6 153019513 153061227 41715 RECQL5 976904 9.9% 151 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_
chr7 54203835 54240380 36546 RECQL5 976904 9.9% 151 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_
chr9 98594750 98632428 37679 RECQL5 976904 9.9% 151 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_
chr9 98728743 98730364 1622 RECQL5 976904 9.9% 151 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_
chr12 15998711 15999466 756 RECQL5 976904 9.9% 151 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_
chr15 60812506 60817374 4869 RECQL5 976904 9.9% 151 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_
chr15 72618780 72673857 55078 RECQL5 976904 9.9% 151 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_
chr15 74076071 74100205 24135 RECQL5 976904 9.9% 151 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_
chr15 89385551 89419903 34353 RECQL5 976904 9.9% 151 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_
chr17 23068915 30382316 7313402 RECQL5 976904 9.9% 151 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_
chr18 1441158 1451931 10774 RECQL5 976904 9.9% 151 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_
chr19 24406263 24414562 8300 RECQL5 976904 9.9% 151 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_
chr4 172303439 172329845 26407 WT 2132524 7.2% 284 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr6 538358 548814 10457 WT 2132524 7.2% 284 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr8 15263121 15264579 1459 WT 2132524 7.2% 284 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr8 37462571 37483005 20435 WT 2132524 7.2% 284 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr9 130805378 130807994 2617 WT 2132524 7.2% 284 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr10 74817181 74821852 4672 WT 2132524 7.2% 284 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr12 17617425 17626841 9417 WT 2132524 7.2% 284 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr12 17858292 17865936 7645 WT 2132524 7.2% 284 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr15 60812636 60812927 292 WT 2132524 7.2% 284 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr15 72626664 72678822 52159 WT 2132524 7.2% 284 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr15 74065967 74072828 6862 WT 2132524 7.2% 284 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr15 89347800 89351968 4169 WT 2132524 7.2% 284 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr16 21557856 21560628 2773 WT 2132524 7.2% 284 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr16 22637151 22640308 3158 WT 2132524 7.2% 284 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr16 22662662 22662925 264 WT 2132524 7.2% 284 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr22 23289828 23291782 1955 WT 2132524 7.2% 284 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_
chr1 205051851 205058820 6970 WT 1124318 8.9% 160 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_
chr1 205140559 205148369 7811 WT 1124318 8.9% 160 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_
chr3 184373834 184461434 87601 WT 1124318 8.9% 160 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_
chr3 184780248 184819964 39717 WT 1124318 8.9% 160 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_
chr8 7127427 7131524 4098 WT 1124318 8.9% 160 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_
chr8 8309449 8312541 3093 WT 1124318 8.9% 160 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_
chr15 72673890 72687645 13756 WT 1124318 8.9% 160 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_
chr15 74045685 74046076 392 WT 1124318 8.9% 160 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_
chr16 21375947 21479734 103788 WT 1124318 8.9% 160 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_
chr16 22675937 22693303 17367 WT 1124318 8.9% 160 zeid_WT_UV300s_hoechst3_cluster13_well18_S410_
chr1 155377062 155438953 61892 WT 244968 6.8% 38 zeid_WT_UV300s_hoechst3_cluster13_well24_S416_
chr2 139857541 139895654 38114 WT 244968 6.8% 38 zeid_WT_UV300s_hoechst3_cluster13_well24_S416_
chr2 186436530 186551338 114809 WT 244968 6.8% 38 zeid_WT_UV300s_hoechst3_cluster13_well24_S416_
chr13 69136329 69162398 26070 WT 244968 6.8% 38 zeid_WT_UV300s_hoechst3_cluster13_well24_S416_
chr15 72379228 72535341 156114 WT 244968 6.8% 38 zeid_WT_UV300s_hoechst3_cluster13_well24_S416_
chr15 74495763 74548268 52506 WT 244968 6.8% 38 zeid_WT_UV300s_hoechst3_cluster13_well24_S416_
chr2 3761853 3805716 43864 WT 733194 9.4% 106 zeid_WT_UV300s_hoechst3_cluster13_well27_S419_
chr2 3856814 3863731 6918 WT 733194 9.4% 106 zeid_WT_UV300s_hoechst3_cluster13_well27_S419_
chr4 63179807 63180892 1086 WT 733194 9.4% 106 zeid_WT_UV300s_hoechst3_cluster13_well27_S419_
chr15 60814615 60821665 7051 WT 733194 9.4% 106 zeid_WT_UV300s_hoechst3_cluster13_well27_S419_
chr15 72428953 72554390 125438 WT 733194 9.4% 106 zeid_WT_UV300s_hoechst3_cluster13_well27_S419_
chr15 73989186 74036222 47037 WT 733194 9.4% 106 zeid_WT_UV300s_hoechst3_cluster13_well27_S419_
chr15 89330317 89354382 24066 WT 733194 9.4% 106 zeid_WT_UV300s_hoechst3_cluster13_well27_S419_
chr16 10819704 10842930 23227 WT 733194 9.4% 106 zeid_WT_UV300s_hoechst3_cluster13_well27_S419_
chr16 10940082 10949055 8974 WT 733194 9.4% 106 zeid_WT_UV300s_hoechst3_cluster13_well27_S419_
chr16 21316613 21502017 185405 WT 733194 9.4% 106 zeid_WT_UV300s_hoechst3_cluster13_well27_S419_
chr16 23295333 23322394 27062 WT 733194 9.4% 106 zeid_WT_UV300s_hoechst3_cluster13_well27_S419_
chr2 221028813 221061928 33116 WT 282330 6.1% 44 zeid_WT_UV300s_hoechst3_cluster13_well34_S426_
chr15 72514862 72609262 94401 WT 282330 6.1% 44 zeid_WT_UV300s_hoechst3_cluster13_well34_S426_
chr15 74397672 74418484 20813 WT 282330 6.1% 44 zeid_WT_UV300s_hoechst3_cluster13_well34_S426_
chr16 21315719 21325343 9625 WT 282330 6.1% 44 zeid_WT_UV300s_hoechst3_cluster13_well34_S426_
chr16 22690421 22816435 126015 WT 282330 6.1% 44 zeid_WT_UV300s_hoechst3_cluster13_well34_S426_
chr1 47133175 47211330 78156 WT 838090 6.9% 126 zeid_WT_UV300s_hoechst3_cluster13_well37_S429_
chr5 20443858 20497852 53995 WT 838090 6.9% 126 zeid_WT_UV300s_hoechst3_cluster13_well37_S429_
chr8 21963240 21965437 2198 WT 838090 6.9% 126 zeid_WT_UV300s_hoechst3_cluster13_well37_S429_
chr8 73720382 73744046 23665 WT 838090 6.9% 126 zeid_WT_UV300s_hoechst3_cluster13_well37_S429_
chr8 120036990 120041457 4468 WT 838090 6.9% 126 zeid_WT_UV300s_hoechst3_cluster13_well37_S429_
chr9 130785143 130809751 24609 WT 838090 6.9% 126 zeid_WT_UV300s_hoechst3_cluster13_well37_S429_
chr11 80366543 80381571 15029 WT 838090 6.9% 126 zeid_WT_UV300s_hoechst3_cluster13_well37_S429_
chr15 72631193 72670896 39704 WT 838090 6.9% 126 zeid_WT_UV300s_hoechst3_cluster13_well37_S429_
chr15 74043475 74047992 4518 WT 838090 6.9% 126 zeid_WT_UV300s_hoechst3_cluster13_well37_S429_
chr16 21310738 21338673 27936 WT 838090 6.9% 126 zeid_WT_UV300s_hoechst3_cluster13_well37_S429_
chr16 22698983 22713268 14286 WT 838090 6.9% 126 zeid_WT_UV300s_hoechst3_cluster13_well37_S429_
chr22 23280709 23304033 23325 WT 838090 6.9% 126 zeid_WT_UV300s_hoechst3_cluster13_well37_S429_
